Make,Year,Fuel ,HP,Cylinders,Transmission Type,Driven_Wheels,Doors,Size,highway MPG,city mpg,Price
Porsche,2016,premium unleaded (required),440,6,AUTOMATIC,all wheel drive,4,Midsize,23,16,95500
Porsche,2016,premium unleaded (required),420,6,AUTOMATIC,all wheel drive,4,Midsize,24,17,74800
Porsche,2016,premium unleaded (required),520,8,AUTOMATIC,all wheel drive,4,Midsize,21,14,114700
Porsche,2016,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,24,19,58300
Porsche,2016,premium unleaded (required),570,8,AUTOMATIC,all wheel drive,4,Midsize,21,14,157300
Porsche,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,Midsize,29,20,62300
Porsche,2017,premium unleaded (required),520,8,AUTOMATIC,all wheel drive,4,Midsize,21,14,116500
Porsche,2017,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,24,18,59600
Porsche,2017,premium unleaded (required),440,6,AUTOMATIC,all wheel drive,4,Midsize,23,16,97200
Porsche,2017,premium unleaded (required),570,8,AUTOMATIC,all wheel drive,4,Midsize,21,14,159600
Porsche,2017,premium unleaded (required),420,6,AUTOMATIC,all wheel drive,4,Midsize,24,17,76200
Porsche,2006,premium unleaded (required),295,6,MANUAL,rear wheel drive,2,Compact,26,18,58900
Porsche,2014,premium unleaded (required),275,6,MANUAL,rear wheel drive,2,Compact,30,20,52600
Porsche,2014,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,Compact,28,20,63800
Porsche,2015,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,Compact,28,20,63800
Porsche,2015,premium unleaded (required),340,6,MANUAL,rear wheel drive,2,Compact,26,19,75200
Porsche,2015,premium unleaded (required),275,6,MANUAL,rear wheel drive,2,Compact,30,20,52600
Porsche,2016,premium unleaded (required),325,6,MANUAL,rear wheel drive,2,Compact,28,20,64100
Porsche,2016,premium unleaded (required),340,6,MANUAL,rear wheel drive,2,Compact,26,19,75200
Porsche,2016,premium unleaded (required),275,6,MANUAL,rear wheel drive,2,Compact,30,20,52600
Volkswagen,2015,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Midsize,32,21,34275
Volkswagen,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,34095
Volkswagen,2015,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Midsize,32,21,32995
Volkswagen,2015,premium unleaded (recommended),280,6,AUTOMATED_MANUAL,all wheel drive,4,Midsize,25,17,43575
Volkswagen,2015,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Midsize,32,21,32995
Volkswagen,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,38085
Volkswagen,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,35375
Volkswagen,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,35375
Volkswagen,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,38085
Volkswagen,2015,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,34095
Volkswagen,2015,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Midsize,32,21,34275
Volkswagen,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,32670
Volkswagen,2016,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Midsize,32,21,34655
Volkswagen,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,35755
Volkswagen,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,37820
Volkswagen,2016,premium unleaded (recommended),280,6,AUTOMATED_MANUAL,all wheel drive,4,Midsize,25,17,44355
Volkswagen,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,37820
Volkswagen,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,37820
Volkswagen,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,34475
Volkswagen,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,34475
Volkswagen,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,37820
Volkswagen,2016,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Midsize,32,21,31570
Volkswagen,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,32670
Volkswagen,2016,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Midsize,32,21,34655
Volkswagen,2016,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Midsize,32,21,31570
Volkswagen,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,35755
Volkswagen,2017,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,37820
Volkswagen,2017,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,37820
Volkswagen,2017,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,34475
Volkswagen,2017,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,37820
Volkswagen,2017,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,37820
Volkswagen,2017,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,31,22,34475
Chevrolet,1990,regular unleaded,135,6,AUTOMATIC,front wheel drive,4,Midsize,27,17,2000
Chevrolet,1990,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Midsize,29,20,2000
Toyota,2003,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Compact,33,25,18140
Toyota,2003,premium unleaded (required),180,4,MANUAL,front wheel drive,2,Compact,29,20,22005
Toyota,2003,premium unleaded (required),180,4,AUTOMATIC,front wheel drive,2,Compact,27,20,22705
Toyota,2003,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,30,23,17340
Toyota,2004,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,30,23,19535
Toyota,2004,premium unleaded (required),180,4,AUTOMATIC,front wheel drive,2,Compact,28,22,22935
Toyota,2004,premium unleaded (required),180,4,AUTOMATIC,front wheel drive,2,Compact,28,22,24810
Toyota,2004,premium unleaded (required),180,4,MANUAL,front wheel drive,2,Compact,30,21,22235
Toyota,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Compact,33,25,18370
Toyota,2004,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,30,23,17570
Toyota,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Compact,33,25,20335
Toyota,2004,premium unleaded (required),180,4,MANUAL,front wheel drive,2,Compact,30,21,24110
Toyota,2005,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,30,23,17670
Toyota,2005,premium unleaded (required),180,4,MANUAL,front wheel drive,2,Compact,30,21,22335
Toyota,2005,premium unleaded (required),180,4,AUTOMATIC,front wheel drive,2,Compact,28,22,23035
Toyota,2005,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Compact,33,25,18470
Buick,2003,regular unleaded,175,6,AUTOMATIC,front wheel drive,4,Midsize,26,18,21235
Buick,2004,regular unleaded,175,6,AUTOMATIC,front wheel drive,4,Midsize,27,18,21815
Buick,2005,regular unleaded,175,6,AUTOMATIC,front wheel drive,4,Midsize,27,18,22040
Dodge,2015,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,31995
Dodge,2015,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,Large,23,14,42595
Dodge,2015,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,35795
Dodge,2015,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,Large,23,14,37995
Dodge,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,2,Large,30,19,29995
Dodge,2015,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,38795
Dodge,2015,premium unleaded (recommended),707,8,MANUAL,rear wheel drive,2,Large,22,13,58295
Dodge,2015,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,Large,23,14,45695
Dodge,2015,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,34995
Dodge,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,2,Large,30,19,26995
Dodge,2016,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,31995
Dodge,2016,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,Large,23,14,49195
Dodge,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,2,Large,30,19,29995
Dodge,2016,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,Large,23,14,37995
Dodge,2016,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,34995
Dodge,2016,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,38995
Dodge,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,2,Large,30,19,26995
Dodge,2016,premium unleaded (recommended),707,8,AUTOMATIC,rear wheel drive,2,Large,21,13,65945
Dodge,2016,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,Large,23,14,42795
Dodge,2016,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,35995
Dodge,2017,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,35890
Dodge,2017,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,Large,23,14,37995
Dodge,2017,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,Large,23,14,49195
Dodge,2017,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,36890
Dodge,2017,premium unleaded (recommended),707,8,MANUAL,rear wheel drive,2,Large,21,13,62495
Dodge,2017,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,32890
Dodge,2017,regular unleaded,305,6,AUTOMATIC,rear wheel drive,2,Large,30,19,26995
Dodge,2017,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,39890
Dodge,2017,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,Large,23,14,42795
Dodge,2017,regular unleaded,305,6,AUTOMATIC,rear wheel drive,2,Large,30,19,29995
Dodge,2017,premium unleaded (recommended),485,8,MANUAL,rear wheel drive,2,Large,23,14,43995
Dodge,2017,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,37390
Dodge,2017,regular unleaded,375,8,MANUAL,rear wheel drive,2,Large,23,15,40140
Dodge,2015,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,Large,25,15,47995
Dodge,2015,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,Large,25,15,39995
Dodge,2015,premium unleaded (recommended),707,8,AUTOMATIC,rear wheel drive,4,Large,22,13,62295
Dodge,2015,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,Large,25,16,33595
Dodge,2015,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,31,19,27995
Dodge,2015,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,Large,25,16,36595
Dodge,2015,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,27,18,32995
Dodge,2015,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,27,18,30995
Dodge,2015,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,31,19,29995
Dodge,2016,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,31,19,27995
Dodge,2016,premium unleaded (recommended),707,8,AUTOMATIC,rear wheel drive,4,Large,22,13,65945
Dodge,2016,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,31,19,29995
Dodge,2016,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,Large,25,15,39995
Dodge,2016,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,Large,25,15,50995
Dodge,2016,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,Large,25,16,36895
Dodge,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,31,19,31995
Dodge,2016,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,Large,25,16,33895
Dodge,2016,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,31,19,30245
Dodge,2017,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,30,19,27995
Dodge,2017,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,Large,25,16,34790
Dodge,2017,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,Large,25,15,51145
Dodge,2017,premium unleaded (recommended),707,8,AUTOMATIC,rear wheel drive,4,Large,22,13,65945
Dodge,2017,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,27,18,30245
Dodge,2017,regular unleaded,292,6,AUTOMATIC,rear wheel drive,4,Large,30,19,29995
Dodge,2017,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,Large,25,16,39890
Dodge,2017,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,Large,25,15,44995
Dodge,2017,regular unleaded,292,6,AUTOMATIC,all wheel drive,4,Large,27,18,31995
Dodge,2017,premium unleaded (recommended),485,8,AUTOMATIC,rear wheel drive,4,Large,25,15,39995
Chevrolet,1996,regular unleaded,195,6,AUTOMATIC,rear wheel drive,3,Midsize,17,14,2000
Chevrolet,1996,regular unleaded,195,6,AUTOMATIC,rear wheel drive,3,Midsize,17,14,2000
Chevrolet,1996,regular unleaded,195,6,AUTOMATIC,rear wheel drive,3,Large,17,14,2000
Chevrolet,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Large,17,14,2000
Chevrolet,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,17,14,2000
Chevrolet,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,17,14,2000
Chevrolet,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,18,13,2050
Chevrolet,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,18,13,2052
Chevrolet,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Large,18,13,2116
Oldsmobile,1995,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,Midsize,26,17,2000
Oldsmobile,1996,regular unleaded,120,4,AUTOMATIC,front wheel drive,4,Midsize,29,21,2000
Oldsmobile,1996,regular unleaded,160,6,AUTOMATIC,front wheel drive,4,Midsize,26,18,2000
Chrysler,1998,regular unleaded,168,6,AUTOMATIC,front wheel drive,4,Midsize,25,17,2107
Chrysler,1999,regular unleaded,168,6,AUTOMATIC,front wheel drive,4,Midsize,25,17,2202
Chrysler,2000,regular unleaded,168,6,AUTOMATIC,front wheel drive,4,Midsize,24,16,2373
Chevrolet,2015,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Compact,26,24,23515
Chevrolet,2015,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Compact,26,24,21955
Chevrolet,2016,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Compact,26,24,23515
Chevrolet,2016,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Compact,26,24,21955
Chevrolet,2017,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Compact,26,24,22405
Chevrolet,2017,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,Compact,26,24,23515
Honda,1990,regular unleaded,62,4,MANUAL,front wheel drive,2,Compact,44,36,2000
Honda,1990,regular unleaded,108,4,MANUAL,front wheel drive,2,Compact,30,24,2000
Honda,1990,regular unleaded,92,4,MANUAL,front wheel drive,2,Compact,32,27,2000
Honda,1991,regular unleaded,108,4,MANUAL,front wheel drive,2,Compact,30,24,2000
Honda,1991,regular unleaded,92,4,MANUAL,front wheel drive,2,Compact,33,27,2000
Honda,1991,regular unleaded,62,4,MANUAL,front wheel drive,2,Compact,44,36,2000
Honda,1995,regular unleaded,102,4,MANUAL,front wheel drive,2,Compact,37,30,2000
Honda,1995,regular unleaded,125,4,MANUAL,front wheel drive,2,Compact,32,25,2000
Honda,1995,regular unleaded,160,4,MANUAL,front wheel drive,2,Compact,27,23,2033
Honda,1996,regular unleaded,106,4,MANUAL,front wheel drive,2,Compact,35,29,2000
Honda,1996,regular unleaded,160,4,MANUAL,front wheel drive,2,Compact,27,23,2213
Honda,1996,regular unleaded,125,4,MANUAL,front wheel drive,2,Compact,33,26,2108
Honda,1997,regular unleaded,160,4,MANUAL,front wheel drive,2,Compact,27,23,2410
Honda,1997,regular unleaded,106,4,MANUAL,front wheel drive,2,Compact,35,28,2142
Honda,1997,regular unleaded,127,4,MANUAL,front wheel drive,2,Compact,33,26,2322
Honda,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Compact,39,30,24340
Honda,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Compact,41,31,20040
Honda,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Compact,39,30,19990
Honda,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,4,Compact,31,22,24590
Honda,2015,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Compact,47,44,27435
Honda,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,2,Compact,31,22,23090
Honda,2015,regular unleaded,143,4,MANUAL,front wheel drive,2,Compact,36,28,20390
Honda,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,2,Compact,31,22,22890
Honda,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Compact,39,30,21190
Honda,2015,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Compact,47,44,25935
Honda,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,2,Compact,31,22,24390
Honda,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Compact,39,30,22840
Honda,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,4,Compact,31,22,23290
Honda,2015,natural gas,110,4,AUTOMATIC,front wheel drive,4,Compact,38,27,26740
Honda,2015,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Compact,47,44,26235
Honda,2015,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,Compact,47,44,24735
Honda,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Compact,39,30,19290
Honda,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,2,Compact,38,29,21190
Honda,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,2,Compact,38,29,24140
Honda,2015,regular unleaded,143,4,MANUAL,front wheel drive,2,Compact,36,28,18290
Honda,2015,regular unleaded,143,4,MANUAL,front wheel drive,4,Compact,36,28,18490
Honda,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,2,Compact,31,22,24590
Honda,2015,natural gas,110,4,AUTOMATIC,front wheel drive,4,Compact,38,27,29390
Honda,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,2,Compact,38,29,22640
Honda,2015,premium unleaded (required),205,4,MANUAL,front wheel drive,4,Compact,31,22,23090
Honda,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,2,Compact,39,30,19090
Honda,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,Compact,41,31,26125
Honda,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,Compact,41,31,23425
Honda,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,42,31,26500
Honda,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,Compact,41,31,22300
Honda,2016,regular unleaded,158,4,MANUAL,front wheel drive,4,Midsize,40,27,18640
Honda,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Midsize,41,31,22040
Honda,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,42,31,22200
Honda,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Midsize,41,31,21040
Honda,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,2,Compact,41,30,20850
Honda,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,42,31,24700
Honda,2016,regular unleaded,158,4,MANUAL,front wheel drive,2,Compact,38,26,19050
Honda,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Midsize,41,31,19440
Honda,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,42,31,23700
Honda,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,42,31,23200
Honda,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Midsize,41,31,20440
Honda,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,42,31,24700
Honda,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,2,Compact,41,30,19850
Honda,2017,regular unleaded,174,4,MANUAL,front wheel drive,4,Compact,39,30,19700
Honda,2017,premium unleaded (recommended),180,4,MANUAL,front wheel drive,4,Compact,39,30,21300
Honda,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Compact,40,31,25300
Honda,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Compact,40,31,22800
Honda,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Compact,40,31,20500
Honda,2017,premium unleaded (recommended),180,4,AUTOMATIC,front wheel drive,4,Compact,36,30,22100
Honda,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,42,32,26600
Honda,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,Compact,40,31,26225
Honda,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,42,32,22300
Honda,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,Compact,40,31,23525
Honda,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,42,32,23800
Honda,2017,regular unleaded,174,4,MANUAL,front wheel drive,4,Midsize,42,31,21500
Honda,2017,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Midsize,40,31,20540
Honda,2017,regular unleaded,158,4,MANUAL,front wheel drive,4,Midsize,40,28,18740
Honda,2017,regular unleaded,158,4,AUTOMATIC,front wheel drive,2,Compact,39,30,20950
Honda,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,2,Compact,40,31,22400
Honda,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,42,32,23300
Honda,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,42,32,24800
Honda,2017,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Midsize,40,31,19540
Honda,2017,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Midsize,40,31,21140
Honda,2017,regular unleaded,158,4,MANUAL,front wheel drive,2,Compact,39,28,19150
Honda,2017,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Midsize,40,31,22140
Honda,2017,regular unleaded,158,4,AUTOMATIC,front wheel drive,2,Compact,39,30,19950
Honda,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,42,32,24800
Honda,2017,regular unleaded,174,4,MANUAL,front wheel drive,2,Compact,41,30,21600
Chevrolet,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,18,14,2949
Chevrolet,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,18,14,2992
Chevrolet,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,20,15,2529
Chevrolet,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,18,14,2580
Chevrolet,1997,regular unleaded,230,8,MANUAL,rear wheel drive,2,Large,19,14,2668
Chevrolet,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,18,14,2583
Chevrolet,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,20,15,2637
Chevrolet,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,20,15,2517
Chevrolet,1997,regular unleaded,230,8,MANUAL,four wheel drive,2,Large,17,11,3046
Chevrolet,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,20,15,2265
Chevrolet,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,18,14,3046
Chevrolet,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,20,15,2896
Chevrolet,1997,regular unleaded,230,8,MANUAL,rear wheel drive,2,Large,19,14,2891
Chevrolet,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,20,15,2713
Chevrolet,1997,regular unleaded,230,8,MANUAL,four wheel drive,2,Large,17,11,3120
Chevrolet,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,18,14,2653
Chevrolet,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,18,14,2541
Chevrolet,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,20,15,2486
Chevrolet,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,20,15,2268
Chevrolet,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,20,15,2207
Chevrolet,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,18,14,2925
Chevrolet,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,20,15,2242
Chevrolet,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,20,15,2554
Chevrolet,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,18,14,3088
Chevrolet,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,18,14,2749
Chevrolet,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,18,14,3220
Chevrolet,1997,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,18,14,2996
Chevrolet,1997,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,20,15,2366
Chevrolet,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,19,14,3265
Chevrolet,1998,regular unleaded,230,8,MANUAL,four wheel drive,2,Large,17,12,3676
Chevrolet,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,19,14,3427
Chevrolet,1998,regular unleaded,230,8,MANUAL,four wheel drive,2,Large,17,12,3470
Chevrolet,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,21,16,2898
Chevrolet,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,19,14,2920
Chevrolet,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,21,16,2580
Chevrolet,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,Large,18,13,3357
Chevrolet,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,21,16,2996
Chevrolet,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,19,14,2883
Chevrolet,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,21,16,3094
Chevrolet,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,21,16,2885
Chevrolet,1998,regular unleaded,230,8,MANUAL,four wheel drive,2,Large,17,12,3419
Chevrolet,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,21,16,2668
Chevrolet,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,19,14,2789
Chevrolet,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,19,14,3321
Chevrolet,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,Large,18,13,3342
Chevrolet,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,Large,19,14,3025
Chevrolet,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,21,16,2653
Chevrolet,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,Large,21,16,2740
